,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
1,095570,KOSPI,AJ네트웍스,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",2015-08-21,12월,이현우,http://www.ajnet.co.kr,서울특별시
2,006840,KOSPI,AK홀딩스,기타 금융업,지주사업,1999-08-11,12월,"채형석, 이석주(각자 대표이사)",http://www.aekyunggroup.co.kr,서울특별시
6,027410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시
7,282330,KOSPI,BGF리테일,종합 소매업,체인화 편의점,2017-12-08,12월,이건준,http://www.bgfretail.com,서울특별시
8,138930,KOSPI,BNK금융지주,기타 금융업,금융지주회사,2011-03-30,12월,김지완,http://www.bnkfg.com,부산광역시
9,001460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,고 윤 성,http://home.byc.co.kr,서울특별시
11,001040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시
12,079160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,최병환,http://www.cgv.co.kr,서울특별시
15,000120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,박근희,http://www.cjlogistics.com,서울특별시
16,011150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도
19,097950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 강신호 (각자 대표이사)",http://www.cj.co.kr,서울특별시
26,000590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,임규섭,http://www.chosunwelding.com,경상북도
27,012030,KOSPI,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시
30,016610,KOSPI,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,http://db-fi.com,서울특별시
31,005830,KOSPI,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,김정남,http://www.idbins.com,서울특별시
32,000990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도
34,139130,KOSPI,DGB금융지주,기타 금융업,지주회사,2011-06-07,12월,김태오,http://www.dgbfg.co.kr,대구광역시
35,001530,KOSPI,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
37,004840,KOSPI,DRB동일,기타 금융업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://drbworld.com,부산광역시
39,155660,KOSPI,DSR,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시
40,069730,KOSPI,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,홍하종,http://www.dsrcorp.com,전라남도
41,017940,KOSPI,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,구자용 사장,http://www.e1.co.kr,서울특별시
46,007700,KOSPI,F&F,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,김창수,http://www.fnf.co.kr,서울특별시
51,114090,KOSPI,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,유태열,http://www.grandkorea.com,서울특별시
55,006360,KOSPI,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 임병용(각자 대표이사)",http://www.gsconst.co.kr/,서울특별시
56,001250,KOSPI,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,김태형,http://www.gsgcorp.com,서울특별시
57,007070,KOSPI,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,허연수,http://www.gsretail.com,서울특별시
62,012630,KOSPI,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,"정몽규, 유병규",http://www.i-park.com,서울특별시
63,039570,KOSPI,HDC아이콘트롤스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",2015-09-24,12월,김성은,http://www.icontrols.co.kr,경기도
64,089470,KOSPI,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 중 규,http://www.hyundai-ep.com,충청남도
65,294870,KOSPI,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"권순호, 정경구",http://www.hdc-dvp.com,서울특별시
66,011200,KOSPI,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,배재훈,http://www.hmm21.com,서울특별시
68,082740,KOSPI,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,고영열,http://www.hsdengine.com,경상남도
72,003560,KOSPI,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,전용주,http://www.ihq.co.kr,서울특별시
75,175330,KOSPI,JB금융지주,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도
77,234080,KOSPI,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도
79,001060,KOSPI,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,"대표이사 신영섭, 이성열(각자 대표이사)",http://www.jw-pharma.co.kr,서울특별시
82,096760,KOSPI,JW홀딩스,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 한성권",http://jw-holdings.co.kr,서울특별시
88,105560,KOSPI,KB금융,기타 금융업,-,2008-10-10,12월,윤종규,http://www.kbfg.com,서울특별시
95,002380,KOSPI,KCC,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조",1973-06-25,12월,"정몽진, 민병삼",http://www.kccworld.co.kr,서울특별시
98,009070,KOSPI,KCTC,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송",1978-09-29,12월,이준환,http://www.kctc.co.kr,서울특별시
99,009440,KOSPI,KC그린홀딩스,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치",1994-11-05,12월,이태영,http://www.kcgreenholdings.com,서울특별시
101,119650,KOSPI,KC코트렐,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,서동영,http://www.kc-cottrell.com,서울특별시
103,092220,KOSPI,KEC,반도체 제조업,반도체 제조,2006-10-16,12월,황창섭,http://www.kec.co.kr,서울특별시
105,016380,KOSPI,KG동부제철,1차 철강 제조업,"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매",1986-02-03,12월,이세철,http://www.kgdongbusteel.co.kr,서울특별시
109,001390,KOSPI,KG케미칼,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제",1989-08-25,12월,"곽정현, 김재익",http://www.kgchem.co.kr,울산광역시
111,001940,KOSPI,KISCO홀딩스,1차 철강 제조업,지주사업,1989-11-13,12월,"장세홍, 이병제 (각자대표)",http://www.kiscoholdings.co.kr,경상남도
116,025000,KOSPI,KPX케미칼,기초 화학물질 제조업,"PPG,PU RESIN,우레탄수지,대향막박리재,반도체 CM PAD,Polyether Polyol,산업용기초화학제품,화공약품 제조,판매",1994-12-27,12월,"양준영,김문영(각자대표이사)",http://www.kpxchemical.com,서울특별시
117,092230,KOSPI,KPX홀딩스,기초 화학물질 제조업,지주회사,2006-10-12,12월,양준영,http://www.kpxholdings.com,서울특별시
118,000040,KOSPI,KR모터스,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매",1976-05-25,12월,이기복,http://www.krmotors.com,경상남도
120,030200,KOSPI,KT,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",1998-12-23,12월,구현모,http://www.kt.com,경기도
121,033780,KOSPI,KT&G,담배 제조업,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",1999-10-08,12월,"Baek, Bok-In",http://www.ktng.com,대전광역시
122,030210,KOSPI,KTB투자증권,금융 지원 서비스업,"금융업, 서비스, 부동산",1996-11-19,12월,"이병철, 최석종",http://www.ktb.co.kr,서울특별시
124,058850,KOSPI,KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,양승규,http://www.ktcs.co.kr,대전광역시
125,058860,KOSPI,KTis,기타 정보 서비스업,"114전화번호안내, 고객센터",2010-12-17,12월,이응호,http://www.ktis.co.kr,서울특별시
127,093050,KOSPI,LF,봉제의복 제조업,"기성복, 의류, 잡화, 제조",2006-12-01,12월,"구본걸,오규식",http://www.lfcorp.com,서울특별시
128,003550,KOSPI,LG,기타 금융업,지주회사,1970-02-13,12월,"구광모, 권영수",http://www.lg.co.kr,서울특별시
129,034220,KOSPI,LG디스플레이,전자부품 제조업,액정표시장치(TFT-LCD) 제조,2004-07-23,12월,정호영,http://www.lgdisplay.com,서울특별시
130,001120,KOSPI,LG상사,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30,12월,윤춘성,http://www.lgicorp.com,서울특별시
131,051900,KOSPI,LG생활건강,기타 화학제품 제조업,"화장품,생활용품 제조,도매",2001-04-25,12월,차 석 용,http://www.lgcare.com,서울특별시
134,032640,KOSPI,LG유플러스,전기 통신업,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",2008-04-21,12월,하현회,http://www.uplus.co.kr,서울특별시
135,011070,KOSPI,LG이노텍,전자부품 제조업,기타 전자부품 제조업,2008-07-24,12월,정철동,http://www.lginnotek.co.kr,서울특별시
136,066570,KOSPI,LG전자,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",2002-04-22,12월,"권봉석, 배두용",http://www.lge.co.kr,서울특별시
138,108670,KOSPI,LG하우시스,플라스틱제품 제조업,"창호재, 자동차부품 등",2009-04-20,12월,"강계웅, 강인식",http://www.lghausys.com,서울특별시
140,037560,KOSPI,LG헬로비전,텔레비전 방송업,"케이블TV, 인터넷서비스 등",2012-11-09,12월,송구영,http://www.lghellovision.net,서울특별시
141,051910,KOSPI,LG화학,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,신학철,http://www.lgchem.com,서울특별시
143,079550,KOSPI,LIG넥스원,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,김지찬,http://www.lignex1.com,경기도
144,006260,KOSPI,LS,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",1977-06-30,12월,이광우,http://www.lsholdings.co.kr,서울특별시
145,010120,KOSPI,LS ELECTRIC,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공",1994-07-11,12월,"구자균, 박용상, 남기원",http://www.lselectric.co.kr,경기도
146,000680,KOSPI,LS네트웍스,상품 종합 도매업,"혁화,의류,등산용품 도매,제조/부동산 임대",1973-11-15,12월,"구자용,문성준(각자 대표이사)",http://www.lsnetworks.co.kr,경상남도
148,023150,KOSPI,MH에탄올,알코올음료 제조업,"주정,탄산가스 제조",1996-12-24,12월,윤현의,http://www.mhethanol.com,경상남도
151,035420,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고,2008-11-28,12월,한성숙,http://www.navercorp.com,경기도
154,181710,KOSPI,NHN,소프트웨어 개발 및 공급업,한게임,2013-08-29,12월,정우진,http://www.nhn.com,경기도
157,005940,KOSPI,NH투자증권,금융 지원 서비스업,"증권업,종합금융",1975-09-30,12월,정영채,http://www.nhqv.com,서울특별시
159,338100,KOSPI,NH프라임리츠,부동산 임대 및 공급업,부동산 투자,2019-12-05,11월,권오성,http://www.nhreits.com,서울특별시
160,034310,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업",2004-02-04,12월,이현석,http://www.nice.co.kr,서울특별시
162,008260,KOSPI,NI스틸,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매",1975-06-28,12월,배종민,http://www.hcr4u.com,서울특별시
163,004250,KOSPI,NPC,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매",1969-09-08,12월,최병민,http://www.npc.co.kr,경기도
165,010060,KOSPI,OCI,기초 화학물질 제조업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,12월,"백우석, 이우현, 김택중(3인, 각자 대표이사)",http://www.oci.co.kr,서울특별시
169,005490,KOSPI,POSCO,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조",1988-06-10,12월,"대표이사 회장 최정우, 대표이사 사장 장인화",http://www.posco.co.kr,경상북도
172,100840,KOSPI,S&TC,일반 목적용 기계 제조업,"공냉식 열교환장치,폐열회수장치 제조",2008-02-22,12월,신경인,http://www.hisnt.com,경상남도
173,064960,KOSPI,S&T모티브,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",2002-03-11,12월,김형철,http://www.sntdaewoo.com,부산광역시
174,003570,KOSPI,S&T중공업,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조",1976-07-08,12월,권정원,http://www.hisntd.com,경상남도
175,036530,KOSPI,S&T홀딩스,기타 금융업,"지배,경영지도,정리,육성",2002-10-22,12월,김도환,http://www.hisntholdings.com,서울특별시
176,010950,KOSPI,S-Oil,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Hussain A.Al-Qahtani,http://www.s-oil.com,서울특별시
180,034120,KOSPI,SBS,텔레비전 방송업,"TV,라디오방송,광고",2003-06-25,12월,박정훈(단독대표),http://www.sbs.co.kr,서울특별시
181,101060,KOSPI,SBS미디어홀딩스,텔레비전 방송업,지주회사,2008-03-24,12월,신경렬,http://www.sbsmedia.co.kr,서울특별시
191,005090,KOSPI,SGC에너지,전기업,"병유리(투명유리병/칼라유리병/박카스병/쥬스병/커피병/소주병/화장품용기),유리식기,크리스탈용기,렌지용 주방용기의 제조 판매",1993-01-06,12월,"이복영, 박준영, 안찬규",http://www.glasslock.co.kr,서울특별시
193,004060,KOSPI,SG세계물산,상품 종합 도매업,"피복류,봉제품,P.E제품 수출입,도매,제조/조경사업",1976-04-19,12월,이의범,http://www.sgsegye.com,서울특별시
194,001380,KOSPI,SG충방,자동차 신품 부품 제조업,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매",1976-06-29,12월,이의범,http://www.sgchoongbang.com,충청남도
195,002360,KOSPI,SH에너지화학,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조",1985-12-23,12월,정케빈규봉,http://www.sh-enerchem.com,전라북도
196,009160,KOSPI,SIMPAC,특수 목적용 기계 제조업,"프레스,자동화장치,자동차부품 제조,도매",1989-07-29,12월,최진식,http://www.simpac.co.kr,인천광역시
198,025530,KOSPI,SJM홀딩스,자동차 부품 및 내장품 판매업,지주회사및경영자문,1997-02-12,12월,"김용호, 김휘중(각자대표이사)",http://www.sjmholdings.co.kr,경기도
199,034730,KOSPI,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장동현, 박성하",http://www.sk.co.kr,서울특별시
203,011790,KOSPI,SKC,기타 화학제품 제조업,"폴리에스테르필름,합성수지,LCD용 필름 제조",1997-07-18,12월,이완재,http://www.skc.kr,경기도
204,018670,KOSPI,SK가스,기타 전문 도매업,"액화석유가스,가스기기 판매,수입,저장",1997-08-27,12월,"최창원, 윤병석",http://www.skgas.co.kr/,경기도
205,001740,KOSPI,SK네트웍스,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",1977-06-30,12월,"최신원, 박상규 (각자 대표이사)",http://www.sknetworks.co.kr,경기도
207,006120,KOSPI,SK디스커버리,기타 금융업,"화섬사(폴리에스테르원사(폴리에스터F,폴리에스터SF),폴리에스터직물,아세테이트),석유화학부문(TPA,DMT),섬유원료,직물,BOTTLE용CHIP,접착제,폴리우레탄 제조,",1976-06-29,12월,"최창원, 김철, 박찬중",http://www.skdiscovery.com,경기도
209,210980,KOSPI,SK디앤디,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",2015-06-23,12월,함스테판윤성,http://www.skdnd.com,경기도
210,068400,KOSPI,SK렌터카,운송장비 임대업,승용자동차 임대,2012-07-27,12월,현몽주,http://www.skcarrental.com,서울특별시
214,096770,KOSPI,SK이노베이션,석유 정제품 제조업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,김준,http://www.SKinnovation.com,서울특별시
216,001510,KOSPI,SK증권,금융 지원 서비스업,"증권업,부동산 임대",1986-09-20,12월,김 신,http://www.sks.co.kr,서울특별시
218,285130,KOSPI,SK케미칼,합성고무 및 플라스틱 물질 제조업,"PETG 수지, PET 수지, 바이오디젤, 백신",2018-01-05,12월,"김철, 전광현",http://www.skchemicals.com,경기도
220,017670,KOSPI,SK텔레콤,전기 통신업,"이동전화,무선호출서비스,부가통신",1989-11-07,12월,박정호,http://www.sktelecom.com,서울특별시
221,000660,KOSPI,SK하이닉스,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",1996-12-26,12월,이석희,http://www.skhynix.com,경기도
225,005610,KOSPI,SPC삼립,기타 식품 제조업,"빵,아이스크림,과자,케익,유산균음료,인스턴트식품,병조림,면류,식용유 제조,판매",1975-05-02,12월,황종현,http://www.samlipgf.co.kr,경기도
226,011810,KOSPI,STX,상품 종합 도매업,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매",1990-09-12,12월,박상준,http://www.stx.co.kr,경상남도
227,077970,KOSPI,STX엔진,일반 목적용 기계 제조업,"엔진,터빈,내연기관 제조,도매",2004-05-10,12월,송종근,http://www.stxengine.co.kr,경상남도
228,071970,KOSPI,STX중공업,일반 목적용 기계 제조업,"조선기자재, 기계부품, 엔진산업환경발전설비, 플랜트(EPC)",2009-05-15,12월,최순필,http://www.stxhi.co.kr,경상남도
231,002710,KOSPI,TCC스틸,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,12월,"손봉락, 조석희, 손기영 (각자대표)",http://www.tccsteel.com,경상북도
240,024070,KOSPI,WISCOM,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22,12월,구영일,http://www.wiscom.co.kr,경기도
243,037270,KOSPI,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작",2003-08-01,12월,양민석,http://www.ygplus.com,서울특별시
249,000500,KOSPI,가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,윤재인,http://www.gaoncable.com,경기도
251,000860,KOSPI,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",1975-11-12,12월,"황익준,김재현(각자대표이사)",http://www.jevisco.com,부산광역시
254,035250,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,문태곤,http://kangwonland.high1.com,강원도
256,011420,KOSPI,갤럭시아에스엠,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,이반석,http://galaxiasme.com,서울특별시
262,002100,KOSPI,경농,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30,12월,이병만,http://www.knco.co.kr,서울특별시
263,009450,KOSPI,경동나비엔,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,손연호,http://www.kdnavien.co.kr,경기도
264,267290,KOSPI,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,"송재호, 나윤호",http://www.kdgas.co.kr,울산광역시
265,012320,KOSPI,경동인베스트,기타 금융업,지주회사,1997-03-07,12월,조진수,http://www.kdinvest.co.kr,경기도
267,000050,KOSPI,경방,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입",1956-03-03,12월,"김준, 김담",http://www.kyungbang.co.kr,서울특별시
268,214390,KOSPI,경보제약,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,김태영,http://www.kbpharma.co.kr,충청남도
269,012610,KOSPI,경인양행,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
270,009140,KOSPI,경인전자,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,김성은,http://www.kie.co.kr,서울특별시
272,013580,KOSPI,계룡건설,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,"한승구, 이승찬",http://www.krcon.co.kr,대전광역시
273,012200,KOSPI,계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,정한수,http://www.keyang.co.kr,서울특별시
275,002140,KOSPI,고려산업,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시
278,010130,KOSPI,고려아연,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,"최창근, 이제중, 최윤범",http://www.koreazinc.co.kr,서울특별시
